track_id,frame,x,y,agent_type,scene
2,389,703.9762790944413,421.1369420834534,Pedestrian,bookstore
2,390,699.757845718467,420.43910579476466,Pedestrian,bookstore
2,391,695.9451813863835,419.02478198719956,Pedestrian,bookstore
2,392,695.3333842771316,416.4955959889495,Pedestrian,bookstore
2,393,692.0998939672802,416.9045276478378,Pedestrian,bookstore
2,394,690.239276733327,415.86443971779846,Pedestrian,bookstore
2,395,686.9666869017733,415.18833910307694,Pedestrian,bookstore
2,396,685.0214450715727,413.831415189895,Pedestrian,bookstore
2,397,681.6806410855722,413.4666510980485,Pedestrian,bookstore
2,398,678.6568289804377,413.2077306016768,Pedestrian,bookstore
2,399,675.1131986857778,412.4689149761797,Pedestrian,bookstore
2,400,673.3065991505647,410.90872464671804,Pedestrian,bookstore
2,401,669.693631946655,410.7965986363058,Pedestrian,bookstore
2,402,666.730908934746,411.74326663255556,Pedestrian,bookstore
2,403,662.6567097970748,409.782781275257,Pedestrian,bookstore
2,404,659.8507657040227,409.67995505389496,Pedestrian,bookstore
2,405,656.7443915427771,408.3586341242812,Pedestrian,bookstore
2,406,653.9775605745243,408.806282348171,Pedestrian,bookstore
2,407,651.3112627359836,406.3464572022113,Pedestrian,bookstore
2,408,648.8339855608621,406.55402094716493,Pedestrian,bookstore
2,409,646.4487659328826,404.7433083467793,Pedestrian,bookstore
3,974,620.6786453467951,523.9212274729678,Skater,bookstore
3,975,620.5329872198464,516.5048438531068,Skater,bookstore
3,976,621.7123353902045,511.53006065854186,Skater,bookstore
3,977,620.9111911622715,506.9087013037966,Skater,bookstore
3,978,621.9578279812239,503.29515715433376,Skater,bookstore
3,979,621.5387874977755,497.2587447922874,Skater,bookstore
3,980,621.3289673030854,491.16878474108375,Skater,bookstore
3,981,622.4791581467666,485.56818871507437,Skater,bookstore
3,982,620.5964214976759,479.5304534907037,Skater,bookstore
3,983,622.2322959839502,472.73390575272884,Skater,bookstore
3,984,623.8718625084065,467.5641556978801,Skater,bookstore
3,985,623.6978495403015,462.35602824258456,Skater,bookstore
3,986,623.9095259407852,454.32683670376883,Skater,bookstore
3,987,622.8774839990027,448.407702128966,Skater,bookstore
3,988,624.1582993411148,442.2424915490524,Skater,bookstore
3,989,624.5871259795841,437.21176923522484,Skater,bookstore
3,990,623.9473666531284,430.85619101311516,Skater,bookstore
3,991,623.2164854383677,425.76227255960936,Skater,bookstore
3,992,623.4091990188434,419.71434465810626,Skater,bookstore
3,993,624.3229641794533,414.0773974801584,Skater,bookstore
3,994,626.2533975451133,410.00148153966364,Skater,bookstore
3,995,627.2055975141692,402.57027998661806,Skater,bookstore
3,996,626.455139671286,395.3686139849289,Skater,bookstore
3,997,627.4765236577139,389.97177739836667,Skater,bookstore
3,998,628.0718094780111,384.6830931343685,Skater,bookstore
3,999,628.2716751531689,377.5753986643721,Skater,bookstore
3,1000,627.7865751761246,370.86520571066325,Skater,bookstore
3,1001,629.1421287107413,365.5422746669447,Skater,bookstore
3,1002,630.5624748057273,359.23485985840466,Skater,bookstore
3,1003,631.8911879181718,354.6788146580237,Skater,bookstore
4,119,683.9331686560477,288.72361036336446,Pedestrian,bookstore
4,120,681.456528972666,288.8927831970216,Pedestrian,bookstore
4,121,677.690461096826,288.30429158132995,Pedestrian,bookstore
4,122,673.6992656035846,287.68232450360534,Pedestrian,bookstore
4,123,672.2706668809437,289.2687222110041,Pedestrian,bookstore
4,124,667.4229818697958,289.8697644028131,Pedestrian,bookstore
4,125,666.2844443718199,289.2688472903972,Pedestrian,bookstore
4,126,662.5818257037358,290.19262248471665,Pedestrian,bookstore
4,127,658.3894430041402,288.46370109238046,Pedestrian,bookstore
4,128,656.455873136939,288.4998121920932,Pedestrian,bookstore
4,129,653.67420900445,288.3735693202769,Pedestrian,bookstore
4,130,652.1727844531431,286.34553458480053,Pedestrian,bookstore
4,131,649.985517873132,286.46079088625913,Pedestrian,bookstore
4,132,644.9242533280859,287.65648252972085,Pedestrian,bookstore
4,133,641.1403172866259,287.09392811148683,Pedestrian,bookstore
4,134,638.2225202912541,287.10666304696707,Pedestrian,bookstore
4,135,636.3769196934912,288.381465568878,Pedestrian,bookstore
4,136,633.1352129813877,287.8673720258734,Pedestrian,bookstore
4,137,628.8907311066541,286.2641998547123,Pedestrian,bookstore
4,138,626.8044158733478,284.2503304006943,Pedestrian,bookstore
4,139,624.0328653054141,285.8327721242296,Pedestrian,bookstore
4,140,621.0357464293278,285.5681218274158,Pedestrian,bookstore
4,141,616.8760079443897,285.8401912986509,Pedestrian,bookstore
4,142,613.7529429366449,284.5534653991134,Pedestrian,bookstore
4,143,610.6481259925029,283.85393783153864,Pedestrian,bookstore
4,144,608.3794188359469,284.3414131943313,Pedestrian,bookstore
4,145,605.3791361647533,283.55502331244475,Pedestrian,bookstore
4,146,601.6280370675294,284.13485395437914,Pedestrian,bookstore
4,147,599.9248120736785,282.6801693600386,Pedestrian,bookstore
4,148,596.9136747410435,283.15474205898124,Pedestrian,bookstore
5,115,453.010643118697,240.23033313127618,Pedestrian,bookstore
5,116,455.4957865159431,240.41001580814353,Pedestrian,bookstore
5,117,457.2737132718107,242.99740123058302,Pedestrian,bookstore
5,118,459.32934114726567,245.38281568359739,Pedestrian,bookstore
5,119,462.6321847639383,246.98235366886442,Pedestrian,bookstore
5,120,465.28458803896393,248.95193708414666,Pedestrian,bookstore
5,121,467.6441441041681,251.68002222546113,Pedestrian,bookstore
5,122,470.5004000554833,253.48633319131386,Pedestrian,bookstore
5,123,472.9412092177517,256.2596865050494,Pedestrian,bookstore
5,124,476.0316382162882,258.2353217249611,Pedestrian,bookstore
5,125,478.6383879098122,259.6623402296136,Pedestrian,bookstore
5,126,480.30828917874766,259.55656335807276,Pedestrian,bookstore
5,127,481.9176143338585,262.67572496998014,Pedestrian,bookstore
5,128,484.4310205099814,265.28026833901714,Pedestrian,bookstore
5,129,487.6779726745998,267.2868996209572,Pedestrian,bookstore
5,130,489.2705953941826,270.30948314421335,Pedestrian,bookstore
5,131,492.1184832640086,271.2483412492543,Pedestrian,bookstore
5,132,496.33378257960044,271.6526257433954,Pedestrian,bookstore
5,133,498.6070228166695,273.5580300723931,Pedestrian,bookstore
5,134,502.4229095082111,275.32320059526256,Pedestrian,bookstore
5,135,504.3756346817183,278.2677061753114,Pedestrian,bookstore
5,136,507.06394632033806,281.53988103852356,Pedestrian,bookstore
5,137,509.8545277371285,284.0883495749108,Pedestrian,bookstore
5,138,511.58503089494997,285.1344965464828,Pedestrian,bookstore
5,139,514.0935687101914,287.56826405348176,Pedestrian,bookstore
5,140,516.0149549287568,287.5759096445905,Pedestrian,bookstore
5,141,517.5772518919117,289.3035491950829,Pedestrian,bookstore
5,142,521.2771746212129,291.9792201585173,Pedestrian,bookstore
5,143,525.0385292414247,292.82060722482015,Pedestrian,bookstore
5,144,526.556631823441,295.0133475740707,Pedestrian,bookstore
6,359,335.69711409253114,244.14289095387971,Pedestrian,bookstore
6,360,331.9174694380447,246.52605876142832,Pedestrian,bookstore
6,361,328.9203236884854,248.43779800175744,Pedestrian,bookstore
6,362,325.55143223712344,249.9961126354533,Pedestrian,bookstore
6,363,323.26703515409065,250.9991735635362,Pedestrian,bookstore
6,364,321.59743422447764,251.40876581908748,Pedestrian,bookstore
6,365,318.939764373354,252.81934256852875,Pedestrian,bookstore
6,366,317.6284849919221,253.02791896164493,Pedestrian,bookstore
6,367,314.457395083437,252.79535044531136,Pedestrian,bookstore
6,368,312.9943235868796,253.33906590333433,Pedestrian,bookstore
6,369,309.4222028380585,254.2592288191917,Pedestrian,bookstore
6,370,307.84020532993367,256.06065875389476,Pedestrian,bookstore
6,371,303.90138772103,259.2750778300225,Pedestrian,bookstore
6,372,302.6585191590662,261.31471930658614,Pedestrian,bookstore
6,373,300.4264480447299,263.54424067919615,Pedestrian,bookstore
6,374,298.2677796227745,267.0966737506346,Pedestrian,bookstore
6,375,294.5666173279192,269.2659905618538,Pedestrian,bookstore
6,376,290.8453414377827,269.7979850807999,Pedestrian,bookstore
6,377,288.32301096578095,270.7058475053584,Pedestrian,bookstore
6,378,284.6520473798298,272.2711587646746,Pedestrian,bookstore
6,379,280.4376285041124,274.5264665895755,Pedestrian,bookstore
6,380,276.8949365472194,274.3866141026123,Pedestrian,bookstore
6,381,272.92767085132925,275.94486253080885,Pedestrian,bookstore
6,382,271.91462495772373,279.0280411033272,Pedestrian,bookstore
6,383,267.62140678344844,279.10684592796116,Pedestrian,bookstore
6,384,264.69680017306797,282.7647790922519,Pedestrian,bookstore
6,385,263.147847301625,285.78463043103653,Pedestrian,bookstore
6,386,260.91649819267263,287.9586304672704,Pedestrian,bookstore
6,387,257.39881366110205,289.5218061647681,Pedestrian,bookstore
6,388,255.46033473395644,291.8677397527109,Pedestrian,bookstore
7,124,108.09707910516391,176.4101425342235,Skater,bookstore
7,125,108.21653414640751,182.61643957685783,Skater,bookstore
7,126,106.51603723183597,188.0406747320023,Skater,bookstore
7,127,106.89788909707373,195.04743843670184,Skater,bookstore
7,128,103.91089201452343,201.0750546397806,Skater,bookstore
7,129,101.33817854518986,206.30479028332857,Skater,bookstore
7,130,99.7469919601691,212.50131230869096,Skater,bookstore
7,131,98.62634673506429,218.58000563789926,Skater,bookstore
7,132,97.18925666853305,224.8319647008682,Skater,bookstore
7,133,95.42635821245561,230.71942744344656,Skater,bookstore
7,134,93.35063425585442,235.69617447299245,Skater,bookstore
7,135,91.39452000845847,241.37018746241264,Skater,bookstore
7,136,90.0175971946501,247.34423877386288,Skater,bookstore
7,137,89.24216395110592,252.13071798083217,Skater,bookstore
7,138,89.9174212110753,256.9124641556305,Skater,bookstore
7,139,88.7390436431765,263.51579547264464,Skater,bookstore
7,140,88.7390436431765,263.51579547264464,Skater,bookstore
7,141,88.7390436431765,263.51579547264464,Skater,bookstore
7,142,88.7390436431765,263.51579547264464,Skater,bookstore
7,143,88.7390436431765,263.51579547264464,Skater,bookstore
7,144,88.7390436431765,263.51579547264464,Skater,bookstore
7,145,88.7390436431765,263.51579547264464,Skater,bookstore
7,146,88.7390436431765,263.51579547264464,Skater,bookstore
7,147,88.7390436431765,263.51579547264464,Skater,bookstore
7,148,88.7390436431765,263.51579547264464,Skater,bookstore
7,149,88.7390436431765,263.51579547264464,Skater,bookstore
7,150,88.7390436431765,263.51579547264464,Skater,bookstore
7,151,88.7390436431765,263.51579547264464,Skater,bookstore
7,152,88.7390436431765,263.51579547264464,Skater,bookstore
7,153,88.7390436431765,263.51579547264464,Skater,bookstore
8,831,356.88958863371874,434.5805096433364,Pedestrian,bookstore
8,832,359.8304415437149,434.42330419353925,Pedestrian,bookstore
8,833,361.9832712397625,432.53399209243474,Pedestrian,bookstore
8,834,363.5661136065931,431.42097058018754,Pedestrian,bookstore
8,835,366.51058080260606,430.5732617993047,Pedestrian,bookstore
8,836,369.6542940213823,428.8753978239664,Pedestrian,bookstore
8,837,370.95919558718856,428.40773910400077,Pedestrian,bookstore
8,838,373.6842618174022,428.3103178026254,Pedestrian,bookstore
8,839,375.22391423587504,427.39279689764317,Pedestrian,bookstore
8,840,378.34359840826164,426.55301160913274,Pedestrian,bookstore
8,841,379.6101927382651,426.4508745927763,Pedestrian,bookstore
8,842,382.4116018694491,425.5475313863079,Pedestrian,bookstore
8,843,385.07696500010127,423.31537838430904,Pedestrian,bookstore
8,844,388.0709617009677,422.27601169014054,Pedestrian,bookstore
8,845,390.67927718118403,422.9348541148909,Pedestrian,bookstore
8,846,393.60180335837543,421.05347605197255,Pedestrian,bookstore
8,847,397.52935635920414,420.37674663348747,Pedestrian,bookstore
8,848,403.17516491505785,418.295888120301,Pedestrian,bookstore
8,849,404.9325609438234,416.4932519519832,Pedestrian,bookstore
8,850,407.0748785025144,415.86924364145966,Pedestrian,bookstore
8,851,409.5330504937998,413.00917202005724,Pedestrian,bookstore
8,852,412.78553095113125,412.1201778096227,Pedestrian,bookstore
8,853,414.84969261751337,411.6138133109851,Pedestrian,bookstore
8,854,417.09002213490965,409.7492752633832,Pedestrian,bookstore
8,855,418.82794078616183,409.4955832583648,Pedestrian,bookstore
8,856,422.1386111352555,408.79073000726885,Pedestrian,bookstore
8,857,427.3022715091683,408.4386682211005,Pedestrian,bookstore
8,858,429.0759961642997,407.85731242197875,Pedestrian,bookstore
8,859,431.5515553999848,405.9607086394279,Pedestrian,bookstore
8,860,434.0078256382364,405.13762321444256,Pedestrian,bookstore
9,918,397.05570427560764,248.9121509404186,Pedestrian,bookstore
9,919,397.7622823852289,245.90608308518998,Pedestrian,bookstore
9,920,399.9887431286512,244.11182967242283,Pedestrian,bookstore
9,921,403.8409953246449,242.93044851653337,Pedestrian,bookstore
9,922,405.3515452245203,240.19995679134286,Pedestrian,bookstore
9,923,408.72693898363593,240.1165861113873,Pedestrian,bookstore
9,924,410.24165331863463,238.26116433739276,Pedestrian,bookstore
9,925,412.2926133005452,236.47337851165395,Pedestrian,bookstore
9,926,415.64992677449,234.6045830305763,Pedestrian,bookstore
9,927,418.298827904974,233.66658261521724,Pedestrian,bookstore
9,928,418.98343758619376,232.29042932267612,Pedestrian,bookstore
9,929,421.40952778556505,229.68169091668813,Pedestrian,bookstore
9,930,422.6993197175607,227.9544927269185,Pedestrian,bookstore
9,931,425.1389754587492,226.8883237876419,Pedestrian,bookstore
9,932,426.43961843519105,225.86067925559365,Pedestrian,bookstore
9,933,427.13852883209427,224.7931848744334,Pedestrian,bookstore
9,934,429.5626139318629,222.04880775969983,Pedestrian,bookstore
9,935,431.55170416125867,221.26562890201672,Pedestrian,bookstore
9,936,433.9283706854699,218.7279962227519,Pedestrian,bookstore
9,937,437.62645576268517,217.7352913759259,Pedestrian,bookstore
9,938,439.5586606611296,215.65584553387387,Pedestrian,bookstore
9,939,441.8416072572499,212.49095059228023,Pedestrian,bookstore
9,940,444.21064950338814,209.12536898723687,Pedestrian,bookstore
9,941,446.22507947877784,205.80572220820108,Pedestrian,bookstore
9,942,449.39668002866506,203.60085578100617,Pedestrian,bookstore
9,943,450.689942574259,200.5794709335224,Pedestrian,bookstore
9,944,454.17569455235605,197.25825297412064,Pedestrian,bookstore
9,945,456.1119481349843,195.1493777213865,Pedestrian,bookstore
9,946,458.96932826286684,192.077398215096,Pedestrian,bookstore
9,947,461.05791110793746,190.25822541631177,Pedestrian,bookstore
10,142,362.1133420876512,458.59317951011394,Pedestrian,bookstore
10,143,361.0167486483873,457.19564842052296,Pedestrian,bookstore
10,144,359.140127269854,455.15110271552055,Pedestrian,bookstore
10,145,356.68192047191326,454.16757989769667,Pedestrian,bookstore
10,146,355.12077239692405,454.84001141452956,Pedestrian,bookstore
10,147,353.59538786785913,454.9367238822248,Pedestrian,bookstore
10,148,349.8677286727451,453.2792569747888,Pedestrian,bookstore
10,149,347.2211112823996,452.0433202981861,Pedestrian,bookstore
10,150,345.15714518900234,450.40313245625606,Pedestrian,bookstore
10,151,341.7905972923252,448.9819432952477,Pedestrian,bookstore
10,152,338.77122827294596,449.3763541405886,Pedestrian,bookstore
10,153,335.5449100173371,448.2037377018013,Pedestrian,bookstore
10,154,332.12512886092975,448.7816909225394,Pedestrian,bookstore
10,155,328.4952561585728,448.3818628567017,Pedestrian,bookstore
10,156,326.3864199558766,449.67526279428364,Pedestrian,bookstore
10,157,324.48448909403913,447.2828467253085,Pedestrian,bookstore
10,158,322.3415470156495,446.4648011211174,Pedestrian,bookstore
10,159,318.7980504585209,446.37522467818303,Pedestrian,bookstore
10,160,316.5981779954764,445.8815529599685,Pedestrian,bookstore
10,161,312.4394140125216,445.5781563317481,Pedestrian,bookstore
10,162,309.59057752368403,443.5565603386695,Pedestrian,bookstore
10,163,306.0532592496777,443.05923935520667,Pedestrian,bookstore
10,164,305.4221810870461,442.3296264639279,Pedestrian,bookstore
10,165,304.2337807386899,441.2203602195945,Pedestrian,bookstore
10,166,302.75775834711584,438.8402289294531,Pedestrian,bookstore
10,167,301.14459606949924,437.1164543691248,Pedestrian,bookstore
10,168,299.8089160610982,436.0292070133676,Pedestrian,bookstore
10,169,297.00413019946507,435.4311720065072,Pedestrian,bookstore
10,170,294.68412559587824,433.1156410656321,Pedestrian,bookstore
10,171,291.99413056319645,432.64389645027944,Pedestrian,bookstore
11,790,584.5660824657909,468.09375032229383,Skater,bookstore
11,791,585.3030240065204,462.26637477296833,Skater,bookstore
11,792,585.4659618570953,456.03439323336295,Skater,bookstore
11,793,586.2812043709126,451.9800956667509,Skater,bookstore
11,794,586.9311845612286,445.4934623512614,Skater,bookstore
11,795,587.7379283453763,440.27515366057145,Skater,bookstore
11,796,587.9481908843438,435.7214928044576,Skater,bookstore
11,797,588.4273185351107,429.6881792768783,Skater,bookstore
11,798,590.3795951521295,421.9808778353395,Skater,bookstore
11,799,591.1876031950515,415.81601570165293,Skater,bookstore
11,800,591.6171605740618,409.14529009986865,Skater,bookstore
11,801,591.7557172159635,403.13398437066235,Skater,bookstore
11,802,592.4217155381237,397.1478837145701,Skater,bookstore
11,803,593.4949772055973,390.37118496977763,Skater,bookstore
11,804,594.1331392012601,384.2939904049704,Skater,bookstore
11,805,596.1297245590732,379.00892260861457,Skater,bookstore
11,806,598.1364605485767,373.60160260571007,Skater,bookstore
11,807,596.8032951275469,367.01382814208085,Skater,bookstore
11,808,598.1347427543318,362.77154242500933,Skater,bookstore
11,809,599.0627467993553,355.6910604257268,Skater,bookstore
11,810,599.4609624649391,348.75878870957956,Skater,bookstore
11,811,600.6856446227916,341.78667899274603,Skater,bookstore
11,812,602.5217037639065,335.5997146359456,Skater,bookstore
11,813,603.214261883076,328.0923582384524,Skater,bookstore
11,814,604.8948911411763,320.2570363368813,Skater,bookstore
11,815,607.1934596232444,314.75294321981096,Skater,bookstore
11,816,605.8181145169407,308.03593760730024,Skater,bookstore
11,817,607.7124373842471,300.5038241143897,Skater,bookstore
11,818,608.0877891539155,294.7277071035467,Skater,bookstore
11,819,608.558671403356,288.42936968975164,Skater,bookstore
12,149,718.5178242252616,248.93286823163953,Pedestrian,bookstore
12,150,714.5171899895811,246.57274798093786,Pedestrian,bookstore
12,151,711.6983329922215,245.70316563257296,Pedestrian,bookstore
12,152,708.0524081599746,244.98149606227997,Pedestrian,bookstore
12,153,705.2765360050101,243.00969029982576,Pedestrian,bookstore
12,154,701.972156541107,241.8638845386012,Pedestrian,bookstore
12,155,697.8687847463788,241.257548949094,Pedestrian,bookstore
12,156,695.0282738498734,240.3697286302254,Pedestrian,bookstore
12,157,690.9814154372556,238.14293407208578,Pedestrian,bookstore
12,158,689.4290263814701,235.93268341713153,Pedestrian,bookstore
12,159,688.0547645781569,235.46092955813498,Pedestrian,bookstore
12,160,685.5558729538498,233.2072985552446,Pedestrian,bookstore
12,161,681.4736295475924,231.17366174941378,Pedestrian,bookstore
12,162,679.2578754089621,228.80018392931404,Pedestrian,bookstore
12,163,676.9962527651674,226.75507768037073,Pedestrian,bookstore
12,164,673.8502053401305,224.47470146957,Pedestrian,bookstore
12,165,671.0956160551585,224.44397558421971,Pedestrian,bookstore
12,166,667.1050471452644,223.26988582026368,Pedestrian,bookstore
12,167,664.805423129031,221.62161128062198,Pedestrian,bookstore
12,168,661.454308503165,220.8947007356367,Pedestrian,bookstore
12,169,658.4947520487914,219.2513310144016,Pedestrian,bookstore
12,170,654.0933746905519,215.07492980931644,Pedestrian,bookstore
12,171,650.6977805757252,214.44706760492218,Pedestrian,bookstore
12,172,648.1689243942874,210.82375196183517,Pedestrian,bookstore
12,173,646.5184750152714,210.64721434461518,Pedestrian,bookstore
12,174,643.5901660532708,208.8785020702264,Pedestrian,bookstore
12,175,639.9926668977906,206.68260078910126,Pedestrian,bookstore
12,176,636.7509978870571,206.507834759245,Pedestrian,bookstore
12,177,633.0133986837166,205.57812798681178,Pedestrian,bookstore
12,178,630.9985969053174,205.97613425817397,Pedestrian,bookstore
13,510,336.797676533852,233.9457602885225,Pedestrian,bookstore
13,511,340.65436272143967,234.332620499094,Pedestrian,bookstore
13,512,343.3984856053234,234.9574597069418,Pedestrian,bookstore
13,513,344.8232429717602,234.28528445142135,Pedestrian,bookstore
13,514,346.8375143530581,234.54640767503048,Pedestrian,bookstore
13,515,348.7406092095004,234.88621272906357,Pedestrian,bookstore
13,516,352.59052301545444,235.47163306646144,Pedestrian,bookstore
13,517,354.8939624109357,235.56879903613589,Pedestrian,bookstore
13,518,357.45615258288257,234.699245219217,Pedestrian,bookstore
13,519,360.15365907731507,235.6030681662337,Pedestrian,bookstore
13,520,362.8942714541119,235.07083306797608,Pedestrian,bookstore
13,521,365.9383054945316,235.6146832226931,Pedestrian,bookstore
13,522,367.14303436812855,233.92770053541938,Pedestrian,bookstore
13,523,369.75375733947254,234.15922349218727,Pedestrian,bookstore
13,524,374.0881232134033,232.58710269352125,Pedestrian,bookstore
13,525,376.60672875887406,231.66293926310072,Pedestrian,bookstore
13,526,378.46943239002815,232.15334079305987,Pedestrian,bookstore
13,527,381.527511107834,232.36005815565218,Pedestrian,bookstore
13,528,384.46450409654085,231.78431078340776,Pedestrian,bookstore
13,529,388.36415578340086,232.41249837922652,Pedestrian,bookstore
13,530,390.2850859762539,231.2036722451638,Pedestrian,bookstore
13,531,394.0697324323411,231.1109234169825,Pedestrian,bookstore
13,532,396.58128967021725,230.03575509389353,Pedestrian,bookstore
13,533,399.76777213024735,227.93730448900993,Pedestrian,bookstore
13,534,401.6652861597234,227.3761676818476,Pedestrian,bookstore
13,535,404.5407612308613,226.80642386839503,Pedestrian,bookstore
13,536,408.2034474027864,225.76856097605477,Pedestrian,bookstore
13,537,411.42364396210456,223.8954836468286,Pedestrian,bookstore
13,538,413.4127349895745,224.09710135037156,Pedestrian,bookstore
13,539,416.39701252585036,224.9669736533756,Pedestrian,bookstore
14,979,647.6785327152045,544.3521331560765,Biker,bookstore
14,980,641.1758612510079,542.3720333263694,Biker,bookstore
14,981,631.9004317964336,540.4546052453602,Biker,bookstore
14,982,622.5844360453085,539.5072699287767,Biker,bookstore
14,983,615.4861623097358,536.1208661224305,Biker,bookstore
14,984,610.1468561732842,533.0856984426034,Biker,bookstore
14,985,603.1650792632933,531.2888443965687,Biker,bookstore
14,986,595.5789561056647,530.2805230524292,Biker,bookstore
14,987,586.597245351423,530.0310480978576,Biker,bookstore
14,988,577.7775550634249,528.5231004429127,Biker,bookstore
14,989,571.4746614784669,528.2334519447155,Biker,bookstore
14,990,563.4662522402458,525.1182173960202,Biker,bookstore
14,991,554.7495021088744,524.3564379055357,Biker,bookstore
14,992,547.8185294846135,524.1844317594646,Biker,bookstore
14,993,539.027989576609,523.4403893012975,Biker,bookstore
14,994,532.4344485150039,522.1647232928032,Biker,bookstore
14,995,523.5995707843485,520.1272210265199,Biker,bookstore
14,996,512.8871170731567,518.4929465505772,Biker,bookstore
14,997,512.8871170731567,518.4929465505772,Biker,bookstore
14,998,512.8871170731567,518.4929465505772,Biker,bookstore
14,999,512.8871170731567,518.4929465505772,Biker,bookstore
14,1000,512.8871170731567,518.4929465505772,Biker,bookstore
14,1001,512.8871170731567,518.4929465505772,Biker,bookstore
14,1002,512.8871170731567,518.4929465505772,Biker,bookstore
14,1003,512.8871170731567,518.4929465505772,Biker,bookstore
14,1004,512.8871170731567,518.4929465505772,Biker,bookstore
14,1005,512.8871170731567,518.4929465505772,Biker,bookstore
14,1006,512.8871170731567,518.4929465505772,Biker,bookstore
14,1007,512.8871170731567,518.4929465505772,Biker,bookstore
14,1008,512.8871170731567,518.4929465505772,Biker,bookstore
15,35,252.7649251811784,508.5648774604232,Pedestrian,bookstore
15,36,250.95423817863198,507.28576802124536,Pedestrian,bookstore
15,37,248.59072729921695,507.39545521847157,Pedestrian,bookstore
15,38,246.81294701085926,507.2347447491541,Pedestrian,bookstore
15,39,246.1629731759332,506.91841373325724,Pedestrian,bookstore
15,40,243.6760145010444,508.4441063716407,Pedestrian,bookstore
15,41,240.98812831305656,508.3300425330519,Pedestrian,bookstore
15,42,236.09985289271057,508.0170203505718,Pedestrian,bookstore
15,43,232.35108770250295,507.9548607991138,Pedestrian,bookstore
15,44,230.17085458362848,509.3371751860963,Pedestrian,bookstore
15,45,228.96975614589027,509.3123806413442,Pedestrian,bookstore
15,46,226.38308189491198,509.7577026155311,Pedestrian,bookstore
15,47,225.28610389107794,509.30954128997166,Pedestrian,bookstore
15,48,222.84532854904194,510.1603973369578,Pedestrian,bookstore
15,49,219.99913130570206,509.5252289885279,Pedestrian,bookstore
15,50,217.68850288178618,508.60652088459665,Pedestrian,bookstore
15,51,214.9249093135363,511.03210292344016,Pedestrian,bookstore
15,52,211.13952822974292,511.2838724076748,Pedestrian,bookstore
15,53,206.51178683303766,511.9202388783415,Pedestrian,bookstore
15,54,202.96144002072714,512.1335088366033,Pedestrian,bookstore
15,55,199.74035488655022,513.1077149395342,Pedestrian,bookstore
15,56,198.29084043938843,513.6957497264756,Pedestrian,bookstore
15,57,194.76094767270305,513.746852555315,Pedestrian,bookstore
15,58,191.8020552678998,511.5926574896562,Pedestrian,bookstore
15,59,187.96753890439254,510.2465077745259,Pedestrian,bookstore
15,60,184.81715460208713,509.4224218955756,Pedestrian,bookstore
15,61,180.9728390350863,508.9481177220493,Pedestrian,bookstore
15,62,176.87504627862785,507.54831513495225,Pedestrian,bookstore
15,63,173.96992510356128,508.0355598112781,Pedestrian,bookstore
15,64,170.41374277766414,510.0114873194576,Pedestrian,bookstore
16,830,171.10222850951166,426.4752023225657,Pedestrian,bookstore
