bus_id,period,mileage,mileage_bin,replaced,group
10,9,33.527,6,0,1
10,10,38.3,7,0,1
10,11,43.122,8,0,1
10,12,46.587,9,0,1
10,13,52.006,10,0,1
10,14,55.752,11,0,1
10,15,60.709,12,0,1
10,16,66.117,13,0,1
10,17,71.034,14,0,1
10,18,76.996,15,0,1
10,19,83.086,16,0,1
10,20,87.424,17,0,1
10,21,93.754,18,0,1
10,22,97.777,19,0,1
10,23,100.373,20,0,1
10,24,103.421,20,0,1
10,25,106.467,21,0,1
11,1,0.483,0,0,1
11,2,1.143,0,0,1
11,3,4.874,0,0,1
11,4,9.467,1,0,1
11,5,14.766,2,0,1
11,6,18.992,3,0,1
11,7,23.631,4,0,1
11,8,29.964,5,0,1
11,9,35.342,7,0,1
11,10,40.776,8,0,1
11,11,43.613,8,0,1
11,12,48.229,9,0,1
11,13,53.088,10,0,1
11,14,56.162,11,0,1
11,15,60.175,12,0,1
11,16,65.437,13,0,1
11,17,70.991,14,0,1
11,18,75.425,15,0,1
11,19,80.302,16,0,1
11,20,84.302,16,0,1
11,21,89.37,17,0,1
11,22,93.012,18,0,1
11,23,96.718,19,0,1
11,24,101.22,20,0,1
11,25,104.336,20,0,1
12,1,0.518,0,0,1
12,2,2.237,0,0,1
12,3,6.609,1,0,1
12,4,10.743,2,0,1
12,5,14.366,2,0,1
12,6,19.245,3,0,1
12,7,23.842,4,0,1
12,8,27.637,5,0,1
12,9,33.156,6,0,1
12,10,37.356,7,0,1
12,11,40.793,8,0,1
12,12,45.311,9,0,1
12,13,49.142,9,0,1
12,14,53.101,10,0,1
12,15,57.286,11,0,1
12,16,62.091,12,0,1
12,17,66.642,13,0,1
12,18,71.118,14,0,1
12,19,74.699,14,0,1
12,20,78.061,15,0,1
12,21,82.123,16,0,1
12,22,85.432,17,0,1
12,23,88.936,17,0,1
12,24,93.554,18,0,1
12,25,97.378,19,0,1
13,1,0.523,0,0,1
13,2,3.118,0,0,1
13,3,8.248,1,0,1
13,4,13.144,2,0,1
13,5,17.749,3,0,1
13,6,22.804,4,0,1
13,7,27.282,5,0,1
13,8,31.787,6,0,1
13,9,36.95,7,0,1
13,10,41.983,8,0,1
13,11,45.998,9,0,1
13,12,50.748,10,0,1
13,13,56.224,11,0,1
13,14,60.613,12,0,1
13,15,65.944,13,0,1
13,16,70.75,14,0,1
13,17,76.125,15,0,1
13,18,80.916,16,0,1
13,19,86.59,17,0,1
13,20,91.785,18,0,1
13,21,96.065,19,0,1
13,22,100.788,20,0,1
13,23,105.324,21,0,1
13,24,108.428,21,0,1
13,25,113.621,22,0,1
14,1,0.531,0,0,1
14,2,0.94,0,0,1
14,3,5.007,1,0,1
14,4,9.208,1,0,1
14,5,13.323,2,0,1
14,6,18.33,3,0,1
14,7,23.118,4,0,1
14,8,27.032,5,0,1
14,9,32.209,6,0,1
14,10,36.674,7,0,1
14,11,41.66,8,0,1
14,12,46.248,9,0,1
14,13,50.131,10,0,1
14,14,54.981,10,0,1
14,15,58.925,11,0,1
14,16,64.687,12,0,1
14,17,69.503,13,0,1
14,18,73.474,14,0,1
14,19,79.438,15,0,1
14,20,82.675,16,0,1
14,21,87.327,17,0,1
14,22,92.258,18,0,1
14,23,96.79,19,0,1
14,24,100.781,20,0,1
14,25,106.094,21,0,1
15,1,0.545,0,0,1
15,2,0.905,0,0,1
15,3,5.11,1,0,1
15,4,8.941,1,0,1
15,5,13.657,2,0,1
15,6,17.594,3,0,1
15,7,21.17,4,0,1
15,8,25.046,5,0,1
15,9,28.851,5,0,1
15,10,32.405,6,0,1
15,11,35.806,7,0,1
15,12,39.057,7,0,1
15,13,43.719,8,0,1
15,14,48.338,9,0,1
15,15,53.325,10,0,1
15,16,56.927,11,0,1
15,17,62.426,12,0,1
15,18,66.774,13,0,1
15,19,70.233,14,0,1
15,20,74.987,14,0,1
15,21,78.971,15,0,1
15,22,81.774,16,0,1
15,23,85.819,17,0,1
15,24,90.131,18,0,1
15,25,94.311,18,0,1
16,1,2.208,0,0,2
16,2,5.418,1,0,2
16,3,8.547,1,0,2
16,4,11.566,2,0,2
16,5,15.89,3,0,2
16,6,19.434,3,0,2
16,7,23.0,4,0,2
16,8,26.282,5,0,2
16,9,30.322,6,0,2
16,10,34.604,6,0,2
16,11,36.784,7,0,2
16,12,40.16,8,0,2
16,13,43.337,8,0,2
16,14,46.509,9,0,2
16,15,50.725,10,0,2
16,16,52.691,10,0,2
16,17,55.462,11,0,2
16,18,58.783,11,0,2
16,19,61.836,12,0,2
16,20,65.962,13,0,2
16,21,68.025,13,0,2
16,22,71.889,14,0,2
16,23,75.621,15,0,2
16,24,79.345,15,0,2
16,25,83.168,16,0,2
16,26,84.875,16,0,2
16,27,88.408,17,0,2
16,28,91.674,18,0,2
16,29,93.12,18,0,2
16,30,95.787,19,0,2
16,31,97.897,19,0,2
16,32,101.05,20,0,2
16,33,104.843,20,0,2
16,34,109.452,21,0,2
16,35,113.084,22,0,2
16,36,117.36,23,0,2
16,37,121.154,24,0,2
16,38,124.959,24,0,2
16,39,129.324,25,0,2
16,40,133.099,26,0,2
16,41,136.493,27,0,2
16,42,139.512,27,0,2
16,43,140.871,28,0,2
16,44,142.747,28,0,2
16,45,145.533,29,0,2
16,46,148.197,29,0,2
16,47,149.386,29,0,2
16,48,151.441,30,0,2
16,49,153.767,30,0,2
17,1,1.976,0,0,2
17,2,5.569,1,0,2
17,3,9.928,1,0,2
17,4,13.209,2,0,2
17,5,16.522,3,0,2
17,6,20.22,4,0,2
17,7,24.035,4,0,2
17,8,26.901,5,0,2
17,9,30.469,6,0,2
17,10,34.673,6,0,2
17,11,36.876,7,0,2
17,12,40.152,8,0,2
17,13,44.054,8,0,2
17,14,47.516,9,0,2
17,15,50.254,10,0,2
17,16,52.832,10,0,2
17,17,56.421,11,0,2
17,18,57.575,11,0,2
17,19,60.233,12,0,2
17,20,63.914,12,0,2
17,21,65.689,13,0,2
17,22,69.476,13,0,2
17,23,73.288,14,0,2
17,24,76.988,15,0,2
17,25,79.926,15,0,2
17,26,83.432,16,0,2
17,27,86.329,17,0,2
17,28,90.053,18,0,2
17,29,93.01,18,0,2
17,30,97.307,19,0,2
17,31,101.068,20,0,2
17,32,103.844,20,0,2
17,33,104.989,20,0,2
17,34,108.49,21,0,2
17,35,112.097,22,0,2
17,36,115.905,23,0,2
17,37,118.178,23,0,2
17,38,121.199,24,0,2
17,39,125.413,25,0,2
17,40,128.65,25,0,2
17,41,133.058,26,0,2
17,42,136.447,27,0,2
17,43,140.778,28,0,2
17,44,143.963,28,0,2
17,45,150.465,30,0,2
17,46,152.264,30,0,2
17,47,155.275,31,0,2
17,48,158.648,31,0,2
17,49,161.748,32,0,2
18,1,2.445,0,0,2
18,2,4.893,0,0,2
18,3,7.977,1,0,2
18,4,10.335,2,0,2
18,5,14.479,2,0,2
18,6,18.696,3,0,2
18,7,23.077,4,0,2
18,8,26.209,5,0,2
18,9,30.012,6,0,2
18,10,32.593,6,0,2
18,11,34.454,6,0,2
18,12,38.768,7,0,2
18,13,41.945,8,0,2
18,14,45.725,9,0,2
18,15,49.13,9,0,2
18,16,52.536,10,0,2
18,17,53.725,10,0,2
18,18,57.05,11,0,2
18,19,61.095,12,0,2
18,20,64.716,12,0,2
18,21,67.861,13,0,2
18,22,68.828,13,0,2
18,23,71.904,14,0,2
18,24,74.096,14,0,2
18,25,77.405,15,0,2
18,26,82.007,16,0,2
18,27,84.545,16,0,2
18,28,87.338,17,0,2
18,29,90.856,18,0,2
18,30,94.403,18,0,2
18,31,98.337,19,0,2
18,32,102.364,20,0,2
18,33,106.107,21,0,2
18,34,108.195,21,0,2
18,35,110.712,22,0,2
18,36,112.143,22,0,2
18,37,115.838,23,0,2
18,38,119.697,23,0,2
18,39,121.401,24,0,2
18,40,125.177,25,0,2
18,41,127.82,25,0,2
18,42,129.933,25,0,2
18,43,132.691,26,0,2
18,44,135.919,27,0,2
18,45,138.935,27,0,2
18,46,139.956,27,0,2
18,47,142.125,28,0,2
18,48,144.834,28,0,2
18,49,147.206,29,0,2
19,1,1.743,0,0,2
19,2,4.603,0,0,2
19,3,5.895,1,0,2
19,4,9.443,1,0,2
19,5,12.556,2,0,2
19,6,15.166,3,0,2
19,7,18.4,3,0,2
19,8,20.882,4,0,2
19,9,22.634,4,0,2
19,10,26.495,5,0,2
19,11,27.095,5,0,2
19,12,29.494,5,0,2
19,13,32.406,6,0,2
19,14,35.442,7,0,2
19,15,38.56,7,0,2
19,16,41.408,8,0,2
19,17,45.614,9,0,2
19,18,49.147,9,0,2
19,19,51.631,10,0,2
19,20,54.793,10,0,2
19,21,56.566,11,0,2
19,22,59.179,11,0,2
19,23,61.623,12,0,2
19,24,64.431,12,0,2
19,25,66.319,13,0,2
19,26,69.058,13,0,2
19,27,71.444,14,0,2
19,28,74.641,14,0,2
19,29,78.026,15,0,2
19,30,80.77,16,0,2
19,31,84.167,16,0,2
19,32,85.906,17,0,2
19,33,88.826,17,0,2
19,34,96.113,19,0,2
19,35,98.402,19,0,2
19,36,101.633,20,0,2
19,37,105.332,21,0,2
19,38,108.225,21,0,2
19,39,111.493,22,0,2
19,40,114.397,22,0,2
19,41,118.541,23,0,2
19,42,123.256,24,0,2
19,43,126.303,25,0,2
19,44,130.168,26,0,2
19,45,131.54,26,0,2
19,46,134.278,26,0,2
19,47,135.206,27,0,2
19,48,138.467,27,0,2
19,49,142.009,28,0,2
20,1,3.369,0,0,3
20,2,7.946,1,0,3
20,3,11.601,2,0,3
20,4,17.056,3,0,3
20,5,21.485,4,0,3
20,6,25.533,5,0,3
20,7,30.347,6,0,3
20,8,34.492,6,0,3
20,9,38.973,7,0,3
20,10,43.369,8,0,3
20,11,45.292,9,0,3
20,12,50.262,10,0,3
20,13,53.061,10,0,3
20,14,58.671,11,0,3
20,15,65.079,13,0,3
20,16,70.177,14,0,3
20,17,74.812,14,0,3
20,18,79.09,15,0,3
20,19,81.176,16,0,3
20,20,84.933,16,0,3
20,21,90.451,18,0,3
20,22,95.138,19,0,3
20,23,99.629,19,0,3
20,24,103.621,20,0,3
20,25,107.684,21,0,3
20,26,110.95,22,0,3
20,27,114.947,22,0,3
20,28,119.88,23,0,3
20,29,123.169,24,0,3
20,30,126.948,25,0,3
20,31,129.397,25,0,3
20,32,131.987,26,0,3
20,33,135.197,27,0,3
20,34,136.685,27,0,3
20,35,142.566,28,0,3
20,36,146.723,29,0,3
20,37,151.169,30,0,3
20,38,154.914,30,0,3
20,39,159.273,31,0,3
20,40,161.938,32,0,3
20,41,167.874,33,0,3
20,42,170.525,34,0,3
20,43,175.018,35,0,3
20,44,178.265,35,0,3
20,45,182.836,36,0,3
20,46,187.879,37,0,3
20,47,192.011,38,0,3
20,48,193.855,38,0,3
20,49,196.797,39,0,3
20,50,199.703,39,0,3
20,51,201.485,40,0,3
20,52,204.362,40,0,3
20,53,206.972,41,0,3
20,54,211.221,42,0,3
20,55,216.364,43,0,3
20,56,220.657,44,1,3
20,57,224.251,44,0,3
20,58,226.6,45,0,3
20,59,230.084,46,0,3
20,60,232.67,46,0,3
20,61,236.698,47,0,3
20,62,240.126,48,0,3
20,63,244.406,48,0,3
20,64,247.598,49,0,3
20,65,252.755,50,0,3
20,66,255.847,51,0,3
20,67,260.309,52,0,3
20,68,264.303,52,0,3
20,69,267.945,53,0,3
20,70,272.326,54,0,3
21,1,16.782,3,0,3
21,2,22.56,4,0,3
21,3,25.244,5,0,3
21,4,28.866,5,0,3
21,5,32.449,6,0,3
21,6,32.713,6,0,3
21,7,35.67,7,0,3
21,8,39.015,7,0,3
21,9,42.53,8,0,3
21,10,47.619,9,0,3
21,11,49.734,9,0,3
21,12,54.29,10,0,3
21,13,59.841,11,0,3
21,14,65.743,13,0,3
21,15,70.0,14,0,3
21,16,75.312,15,0,3
21,17,79.195,15,0,3
21,18,82.612,16,0,3
21,19,85.985,17,0,3
21,20,89.7,17,0,3
21,21,94.888,18,0,3
21,22,97.246,19,0,3
21,23,98.789,19,0,3
21,24,101.711,20,0,3
21,25,105.353,21,0,3
21,26,111.1,22,0,3
21,27,113.724,22,0,3
21,28,119.701,23,0,3
21,29,121.169,24,0,3
21,30,124.86,24,0,3
21,31,129.96,25,0,3
21,32,131.879,26,0,3
21,33,134.94,26,0,3
21,34,139.101,27,0,3
21,35,142.245,28,0,3
21,36,146.669,29,0,3
21,37,150.298,30,0,3
21,38,156.054,31,0,3
21,39,157.577,31,0,3
21,40,161.811,32,0,3
21,41,165.901,33,0,3
21,42,167.801,33,0,3
21,43,173.036,34,0,3
21,44,177.858,35,0,3
21,45,180.267,36,0,3
21,46,184.63,36,0,3
21,47,186.394,37,0,3
21,48,186.507,37,0,3
21,49,186.507,37,1,3
21,50,186.507,37,0,3
21,51,188.377,37,0,3
21,52,191.739,38,0,3
21,53,193.935,38,0,3
21,54,198.479,39,0,3
21,55,204.277,40,0,3
21,56,207.962,41,0,3
21,57,212.255,42,0,3
21,58,216.341,43,0,3
21,59,221.009,44,0,3
21,60,224.869,44,0,3
21,61,228.768,45,0,3
21,62,232.458,46,0,3
21,63,237.121,47,0,3
21,64,242.381,48,0,3
21,65,246.441,49,0,3
21,66,249.343,49,0,3
21,67,253.78,50,0,3
21,68,255.586,51,0,3
21,69,255.843,51,0,3
21,70,260.253,52,0,3
22,1,16.037,3,0,3
22,2,21.147,4,0,3
22,3,24.279,4,0,3
22,4,28.275,5,0,3
22,5,31.725,6,0,3
22,6,35.633,7,0,3
22,7,39.52,7,0,3
22,8,43.706,8,0,3
22,9,46.346,9,0,3
22,10,51.324,10,0,3
22,11,52.744,10,0,3
22,12,57.623,11,0,3
22,13,62.088,12,0,3
22,14,67.795,13,0,3
22,15,72.629,14,0,3
22,16,77.579,15,0,3
22,17,82.012,16,0,3
22,18,86.253,17,0,3
22,19,91.123,18,0,3
22,20,95.219,19,0,3
22,21,99.245,19,0,3
22,22,100.899,20,0,3
22,23,105.4,21,0,3
22,24,110.244,22,0,3
22,25,114.541,22,0,3
22,26,118.551,23,0,3
22,27,124.018,24,0,3
22,28,128.572,25,0,3
22,29,130.899,26,0,3
22,30,134.485,26,0,3
22,31,137.913,27,0,3
22,32,139.496,27,0,3
22,33,143.284,28,0,3
22,34,145.431,29,0,3
22,35,149.62,29,0,3
22,36,154.077,30,0,3
22,37,158.298,31,0,3
22,38,161.784,32,0,3
22,39,165.031,33,0,3
22,40,168.935,33,0,3
22,41,174.416,34,0,3
22,42,177.096,35,0,3
22,43,181.602,36,0,3
22,44,185.348,37,0,3
22,45,190.007,38,0,3
22,46,191.748,38,0,3
22,47,196.332,39,0,3
22,48,199.035,39,0,3
22,49,202.049,40,0,3
22,50,205.303,41,0,3
22,51,207.371,41,0,3
22,52,210.483,42,0,3
22,53,213.85,42,0,3
22,54,217.108,43,0,3
22,55,222.596,44,0,3
22,56,226.729,45,0,3
22,57,230.371,46,0,3
22,58,233.607,46,0,3
22,59,237.551,47,0,3
22,60,240.733,48,0,3
22,61,244.262,48,0,3
22,62,248.011,49,0,3
22,63,250.444,50,0,3
22,64,253.642,50,0,3
22,65,255.101,51,0,3
22,66,258.546,51,0,3
22,67,261.232,52,0,3
22,68,264.849,52,0,3
22,69,268.861,53,0,3
22,70,273.143,54,0,3
23,1,12.911,2,0,3
23,2,17.126,3,0,3
23,3,18.101,3,0,3
23,4,18.101,3,0,3
23,5,18.101,3,0,3
23,6,18.101,3,0,3
23,7,18.101,3,0,3
23,8,18.101,3,0,3
23,9,21.083,4,0,3
23,10,26.028,5,0,3
23,11,27.948,5,0,3
23,12,32.606,6,0,3
23,13,38.043,7,0,3
23,14,42.79,8,0,3
23,15,42.79,8,0,3
23,16,42.79,8,0,3
23,17,42.79,8,0,3
23,18,42.79,8,0,3
23,19,42.79,8,0,3
23,20,42.79,8,0,3
23,21,43.676,8,0,3
23,22,46.659,9,0,3
23,23,51.686,10,0,3
23,24,57.305,11,0,3
23,25,61.879,12,0,3
23,26,66.804,13,0,3
23,27,71.435,14,0,3
23,28,74.212,14,0,3
23,29,77.878,15,0,3
23,30,82.9,16,0,3
23,31,87.416,17,0,3
23,32,89.055,17,0,3
23,33,91.739,18,0,3
23,34,92.204,18,0,3
23,35,92.204,18,0,3
23,36,92.204,18,0,3
23,37,94.232,18,0,3
23,38,95.953,19,0,3
23,39,99.864,19,0,3
23,40,104.042,20,0,3
23,41,109.248,21,0,3
23,42,112.643,22,0,3
23,43,116.697,23,0,3
23,44,121.13,24,0,3
23,45,126.069,25,0,3
23,46,131.193,26,0,3
23,47,134.222,26,0,3
23,48,137.427,27,0,3
23,49,140.013,28,0,3
23,50,143.03,28,0,3
23,51,146.978,29,0,3
23,52,149.949,29,0,3
23,53,153.587,30,0,3
23,54,157.818,31,0,3
23,55,162.799,32,0,3
23,56,167.11,33,0,3
23,57,171.794,34,0,3
23,58,175.956,35,0,3
23,59,178.987,35,0,3
23,60,182.194,36,0,3
23,61,185.791,37,0,3
23,62,189.793,37,0,3
23,63,193.671,38,0,3
23,64,198.723,39,0,3
23,65,202.551,40,0,3
23,66,205.85,41,0,3
23,67,209.248,41,0,3
23,68,212.03,42,0,3
23,69,215.803,43,0,3
23,70,218.517,43,0,3
24,1,8.958,1,0,3
24,2,9.144,1,0,3
24,3,12.603,2,0,3
24,4,16.195,3,0,3
24,5,19.048,3,0,3
24,6,22.61,4,0,3
24,7,26.469,5,0,3
24,8,29.425,5,0,3
24,9,33.499,6,0,3
24,10,37.7,7,0,3
24,11,39.704,7,0,3
24,12,44.937,8,0,3
24,13,49.609,9,0,3
24,14,53.124,10,0,3
24,15,58.23,11,0,3
24,16,63.785,12,0,3
24,17,67.776,13,0,3
24,18,72.961,14,0,3
24,19,78.365,15,0,3
24,20,83.069,16,0,3
24,21,87.517,17,0,3
24,22,87.661,17,0,3
24,23,87.661,17,0,3
24,24,89.411,17,0,3
24,25,94.206,18,0,3
24,26,100.046,20,0,3
24,27,103.663,20,0,3
24,28,108.498,21,0,3
24,29,112.329,22,0,3
24,30,115.663,23,0,3
24,31,119.336,23,0,3
24,32,122.084,24,0,3
24,33,126.436,25,0,3
24,34,129.203,25,0,3
24,35,133.236,26,0,3
24,36,137.405,27,0,3
24,37,141.96,28,0,3
24,38,145.854,29,0,3
24,39,150.307,30,0,3
24,40,155.108,31,0,3
24,41,160.16,32,0,3
24,42,163.099,32,0,3
24,43,166.959,33,0,3
24,44,170.903,34,0,3
24,45,175.11,35,0,3
24,46,178.905,35,0,3
24,47,183.324,36,0,3
24,48,185.519,37,0,3
24,49,188.247,37,0,3
24,50,190.777,38,0,3
24,51,193.645,38,0,3
24,52,197.148,39,0,3
24,53,199.648,39,0,3
24,54,202.149,40,0,3
24,55,205.063,41,0,3
24,56,208.102,41,1,3
24,57,210.195,42,0,3
24,58,214.747,42,0,3
24,59,219.653,43,0,3
24,60,222.962,44,0,3
24,61,227.083,45,0,3
24,62,231.156,46,0,3
24,63,235.223,47,0,3
24,64,239.111,47,0,3
24,65,242.239,48,0,3
24,66,246.867,49,0,3
24,67,251.603,50,0,3
24,68,253.369,50,0,3
24,69,255.996,51,0,3
24,70,259.133,51,0,3
25,1,3.753,0,0,3
25,2,7.933,1,0,3
25,3,11.187,2,0,3
25,4,15.094,3,0,3
25,5,18.678,3,0,3
25,6,22.011,4,0,3
25,7,25.407,5,0,3
25,8,29.09,5,0,3
25,9,29.153,5,0,3
25,10,29.153,5,0,3
25,11,29.153,5,0,3
25,12,29.153,5,0,3
25,13,29.153,5,0,3
25,14,31.472,6,0,3
25,15,35.416,7,0,3
25,16,41.112,8,0,3
25,17,46.131,9,0,3
25,18,50.617,10,0,3
25,19,55.485,11,0,3
25,20,58.657,11,0,3
25,21,63.524,12,0,3
25,22,67.453,13,0,3
25,23,70.23,14,0,3
25,24,73.221,14,0,3
25,25,78.216,15,0,3
25,26,82.92,16,0,3
25,27,86.569,17,0,3
25,28,88.907,17,0,3
25,29,93.504,18,0,3
25,30,97.343,19,0,3
25,31,103.573,20,0,3
25,32,106.719,21,0,3
25,33,111.561,22,0,3
25,34,117.175,23,0,3
25,35,121.058,24,0,3
25,36,125.707,25,0,3
25,37,130.789,26,0,3
25,38,134.704,26,0,3
25,39,138.918,27,0,3
25,40,142.827,28,0,3
25,41,148.879,29,0,3
25,42,151.897,30,0,3
25,43,156.796,31,0,3
25,44,161.52,32,0,3
25,45,164.566,32,0,3
25,46,167.491,33,0,3
25,47,169.696,33,0,3
25,48,171.869,34,0,3
25,49,175.778,35,0,3
25,50,179.221,35,0,3
25,51,180.862,36,0,3
25,52,180.935,36,0,3
25,53,180.935,36,0,3
25,54,180.935,36,0,3
25,55,182.418,36,0,3
25,56,186.657,37,0,3
25,57,190.025,38,0,3
25,58,194.539,38,0,3
25,59,199.019,39,0,3
25,60,202.068,40,0,3
25,61,206.264,41,0,3
25,62,211.488,42,0,3
25,63,215.691,43,0,3
25,64,217.674,43,1,3
25,65,219.507,43,0,3
25,66,223.082,44,0,3
25,67,227.382,45,0,3
25,68,231.232,46,0,3
25,69,235.425,47,0,3
25,70,238.365,47,0,3
26,1,4.445,0,0,3
26,2,8.068,1,0,3
26,3,10.969,2,0,3
26,4,14.785,2,0,3
26,5,18.223,3,0,3
