bus_id,period,mileage,mileage_bin,replaced,group
1,88,5.0,1,0,1
1,89,10.0,2,0,1
1,90,15.0,3,0,1
1,91,20.0,4,0,1
1,92,25.0,5,0,1
1,93,25.0,5,0,1
1,94,30.0,6,0,1
1,95,35.0,7,1,1
1,96,0.0,0,0,1
1,97,0.0,0,0,1
1,98,0.0,0,0,1
1,99,5.0,1,0,1
1,100,5.0,1,0,1
1,101,5.0,1,0,1
1,102,5.0,1,0,1
1,103,5.0,1,0,1
1,104,10.0,2,0,1
1,105,15.0,3,0,1
1,106,20.0,4,0,1
1,107,25.0,5,0,1
1,108,25.0,5,0,1
1,109,25.0,5,0,1
1,110,25.0,5,0,1
1,111,30.0,6,0,1
1,112,35.0,7,0,1
1,113,35.0,7,0,1
1,114,40.0,8,0,1
1,115,45.0,9,0,1
1,116,50.0,10,0,1
1,117,55.0,11,0,1
1,118,60.0,12,0,1
1,119,65.0,13,0,1
1,120,65.0,13,0,1
2,1,0.0,0,0,1
2,2,0.0,0,0,1
2,3,0.0,0,0,1
2,4,5.0,1,0,1
2,5,5.0,1,0,1
2,6,10.0,2,0,1
2,7,10.0,2,0,1
2,8,10.0,2,0,1
2,9,15.0,3,0,1
2,10,20.0,4,0,1
2,11,20.0,4,0,1
2,12,25.0,5,0,1
2,13,30.0,6,0,1
2,14,35.0,7,0,1
2,15,35.0,7,0,1
2,16,40.0,8,0,1
2,17,40.0,8,0,1
2,18,45.0,9,0,1
2,19,50.0,10,0,1
2,20,50.0,10,0,1
2,21,55.0,11,0,1
2,22,60.0,12,0,1
2,23,65.0,13,0,1
2,24,65.0,13,0,1
2,25,65.0,13,0,1
2,26,70.0,14,0,1
2,27,75.0,15,0,1
2,28,80.0,16,0,1
2,29,80.0,16,0,1
2,30,85.0,17,0,1
2,31,85.0,17,0,1
2,32,90.0,18,0,1
2,33,90.0,18,0,1
2,34,90.0,18,0,1
2,35,95.0,19,0,1
2,36,100.0,20,0,1
2,37,105.0,21,0,1
2,38,110.0,22,0,1
2,39,110.0,22,0,1
2,40,110.0,22,0,1
2,41,110.0,22,0,1
2,42,115.0,23,0,1
2,43,120.0,24,0,1
2,44,125.0,25,0,1
2,45,130.0,26,0,1
2,46,135.0,27,0,1
2,47,135.0,27,0,1
2,48,135.0,27,0,1
2,49,135.0,27,0,1
2,50,140.0,28,0,1
2,51,140.0,28,0,1
2,52,140.0,28,0,1
2,53,145.0,29,0,1
2,54,150.0,30,1,1
2,55,0.0,0,0,1
2,56,0.0,0,0,1
2,57,5.0,1,0,1
2,58,15.0,3,0,1
2,59,20.0,4,1,1
2,60,0.0,0,0,1
2,61,0.0,0,0,1
2,62,5.0,1,0,1
2,63,10.0,2,0,1
2,64,15.0,3,0,1
2,65,15.0,3,0,1
2,66,15.0,3,0,1
2,67,20.0,4,0,1
2,68,20.0,4,0,1
2,69,20.0,4,1,1
2,70,0.0,0,0,1
2,71,5.0,1,0,1
2,72,10.0,2,0,1
2,73,15.0,3,0,1
2,74,20.0,4,0,1
2,75,25.0,5,0,1
2,76,30.0,6,0,1
2,77,30.0,6,0,1
2,78,30.0,6,0,1
2,79,30.0,6,0,1
2,80,35.0,7,0,1
2,81,40.0,8,0,1
2,82,45.0,9,0,1
2,83,45.0,9,0,1
2,84,50.0,10,0,1
2,85,50.0,10,0,1
2,86,55.0,11,0,1
2,87,55.0,11,0,1
2,88,60.0,12,0,1
2,89,60.0,12,0,1
2,90,70.0,14,0,1
2,91,80.0,16,0,1
2,92,80.0,16,0,1
2,93,85.0,17,0,1
2,94,90.0,18,0,1
2,95,95.0,19,0,1
2,96,95.0,19,0,1
2,97,95.0,19,0,1
2,98,95.0,19,0,1
2,99,100.0,20,0,1
2,100,105.0,21,0,1
2,101,110.0,22,1,1
2,102,0.0,0,0,1
2,103,0.0,0,0,1
2,104,5.0,1,0,1
2,105,5.0,1,0,1
2,106,10.0,2,0,1
2,107,20.0,4,1,1
2,108,0.0,0,0,1
2,109,5.0,1,0,1
2,110,10.0,2,0,1
2,111,15.0,3,0,1
2,112,20.0,4,0,1
2,113,20.0,4,0,1
2,114,25.0,5,0,1
2,115,25.0,5,0,1
2,116,30.0,6,1,1
2,117,0.0,0,0,1
2,118,5.0,1,0,1
2,119,5.0,1,0,1
2,120,5.0,1,0,1
3,1,0.0,0,0,1
3,2,5.0,1,0,1
3,3,10.0,2,0,1
3,4,15.0,3,0,1
3,5,25.0,5,0,1
3,6,30.0,6,0,1
3,7,30.0,6,0,1
3,8,35.0,7,0,1
3,9,40.0,8,0,1
3,10,45.0,9,0,1
3,11,45.0,9,0,1
3,12,50.0,10,0,1
3,13,55.0,11,0,1
3,14,55.0,11,0,1
3,15,55.0,11,0,1
3,16,60.0,12,0,1
3,17,60.0,12,0,1
3,18,60.0,12,0,1
3,19,65.0,13,0,1
3,20,65.0,13,1,1
3,21,0.0,0,0,1
3,22,5.0,1,0,1
3,23,10.0,2,0,1
3,24,15.0,3,0,1
3,25,20.0,4,0,1
3,26,20.0,4,0,1
3,27,25.0,5,0,1
3,28,30.0,6,0,1
3,29,35.0,7,0,1
3,30,35.0,7,0,1
3,31,40.0,8,0,1
3,32,45.0,9,0,1
3,33,45.0,9,0,1
3,34,50.0,10,0,1
3,35,55.0,11,0,1
3,36,55.0,11,0,1
3,37,60.0,12,0,1
3,38,65.0,13,0,1
3,39,70.0,14,0,1
3,40,75.0,15,0,1
3,41,80.0,16,0,1
3,42,85.0,17,0,1
3,43,90.0,18,0,1
3,44,95.0,19,0,1
3,45,95.0,19,0,1
3,46,95.0,19,0,1
3,47,95.0,19,0,1
3,48,100.0,20,0,1
3,49,105.0,21,0,1
3,50,110.0,22,0,1
3,51,115.0,23,0,1
3,52,120.0,24,0,1
3,53,125.0,25,0,1
3,54,125.0,25,0,1
3,55,125.0,25,0,1
3,56,125.0,25,0,1
3,57,130.0,26,0,1
3,58,135.0,27,0,1
3,59,135.0,27,0,1
3,60,140.0,28,0,1
3,61,145.0,29,0,1
3,62,145.0,29,0,1
3,63,145.0,29,0,1
3,64,150.0,30,0,1
3,65,150.0,30,0,1
3,66,155.0,31,0,1
3,67,165.0,33,0,1
3,68,170.0,34,0,1
3,69,175.0,35,0,1
3,70,175.0,35,0,1
3,71,180.0,36,0,1
3,72,185.0,37,0,1
3,73,190.0,38,0,1
3,74,190.0,38,0,1
3,75,195.0,39,0,1
3,76,195.0,39,0,1
3,77,195.0,39,0,1
3,78,200.0,40,0,1
3,79,200.0,40,0,1
3,80,205.0,41,0,1
3,81,205.0,41,0,1
3,82,205.0,41,0,1
3,83,205.0,41,0,1
3,84,210.0,42,0,1
3,85,215.0,43,0,1
3,86,220.0,44,0,1
3,87,225.0,45,1,1
3,88,0.0,0,0,1
3,89,5.0,1,0,1
3,90,10.0,2,0,1
3,91,15.0,3,0,1
3,92,20.0,4,0,1
3,93,20.0,4,0,1
3,94,25.0,5,0,1
3,95,25.0,5,0,1
3,96,25.0,5,0,1
3,97,30.0,6,0,1
3,98,35.0,7,0,1
3,99,35.0,7,0,1
3,100,35.0,7,0,1
3,101,40.0,8,1,1
3,102,0.0,0,0,1
3,103,5.0,1,0,1
3,104,10.0,2,0,1
3,105,15.0,3,0,1
3,106,20.0,4,0,1
3,107,20.0,4,0,1
3,108,20.0,4,0,1
3,109,25.0,5,0,1
3,110,25.0,5,0,1
3,111,30.0,6,0,1
3,112,35.0,7,0,1
3,113,40.0,8,0,1
3,114,45.0,9,0,1
3,115,50.0,10,0,1
3,116,55.0,11,0,1
3,117,60.0,12,0,1
3,118,65.0,13,0,1
3,119,65.0,13,0,1
3,120,65.0,13,0,1
4,1,0.0,0,0,1
4,2,0.0,0,0,1
4,3,5.0,1,0,1
4,4,5.0,1,0,1
4,5,5.0,1,0,1
4,6,10.0,2,0,1
4,7,10.0,2,0,1
4,8,15.0,3,0,1
4,9,20.0,4,0,1
4,10,25.0,5,0,1
4,11,30.0,6,0,1
4,12,30.0,6,0,1
4,13,35.0,7,0,1
4,14,35.0,7,0,1
4,15,40.0,8,0,1
4,16,40.0,8,0,1
4,17,40.0,8,0,1
4,18,45.0,9,0,1
4,19,50.0,10,0,1
4,20,55.0,11,0,1
4,21,60.0,12,0,1
4,22,60.0,12,0,1
4,23,60.0,12,0,1
4,24,65.0,13,0,1
4,25,70.0,14,0,1
4,26,75.0,15,0,1
4,27,80.0,16,0,1
4,28,80.0,16,0,1
4,29,85.0,17,0,1
4,30,90.0,18,0,1
4,31,95.0,19,0,1
4,32,100.0,20,1,1
4,33,0.0,0,0,1
4,34,5.0,1,0,1
4,35,10.0,2,0,1
4,36,10.0,2,0,1
4,37,15.0,3,0,1
4,38,15.0,3,0,1
4,39,15.0,3,0,1
4,40,20.0,4,0,1
4,41,25.0,5,0,1
4,42,30.0,6,0,1
4,43,30.0,6,0,1
4,44,35.0,7,0,1
4,45,40.0,8,0,1
4,46,40.0,8,0,1
4,47,40.0,8,0,1
4,48,45.0,9,0,1
4,49,50.0,10,0,1
4,50,50.0,10,0,1
4,51,50.0,10,0,1
4,52,50.0,10,0,1
4,53,55.0,11,0,1
4,54,55.0,11,0,1
4,55,60.0,12,0,1
4,56,65.0,13,0,1
4,57,65.0,13,1,1
4,58,0.0,0,0,1
4,59,5.0,1,0,1
4,60,10.0,2,0,1
4,61,10.0,2,0,1
4,62,15.0,3,0,1
4,63,15.0,3,0,1
4,64,15.0,3,0,1
4,65,20.0,4,0,1
4,66,20.0,4,0,1
4,67,25.0,5,0,1
4,68,25.0,5,0,1
4,69,30.0,6,0,1
4,70,35.0,7,0,1
4,71,40.0,8,0,1
4,72,45.0,9,0,1
4,73,45.0,9,0,1
4,74,45.0,9,0,1
4,75,50.0,10,0,1
4,76,60.0,12,0,1
4,77,60.0,12,0,1
4,78,60.0,12,0,1
4,79,60.0,12,0,1
4,80,65.0,13,0,1
4,81,65.0,13,0,1
4,82,65.0,13,0,1
4,83,70.0,14,0,1
4,84,80.0,16,0,1
4,85,85.0,17,0,1
4,86,90.0,18,0,1
4,87,95.0,19,0,1
4,88,95.0,19,0,1
4,89,100.0,20,0,1
4,90,105.0,21,0,1
4,91,110.0,22,0,1
4,92,115.0,23,0,1
4,93,115.0,23,0,1
4,94,120.0,24,0,1
4,95,125.0,25,1,1
4,96,0.0,0,0,1
4,97,0.0,0,1,1
4,98,0.0,0,0,1
4,99,5.0,1,0,1
4,100,10.0,2,0,1
4,101,10.0,2,1,1
4,102,0.0,0,0,1
4,103,5.0,1,0,1
4,104,5.0,1,0,1
4,105,10.0,2,0,1
4,106,15.0,3,0,1
4,107,20.0,4,0,1
4,108,20.0,4,0,1
4,109,25.0,5,0,1
4,110,25.0,5,0,1
4,111,25.0,5,0,1
4,112,35.0,7,0,1
4,113,40.0,8,0,1
4,114,40.0,8,0,1
4,115,40.0,8,0,1
4,116,40.0,8,0,1
4,117,45.0,9,0,1
4,118,50.0,10,0,1
4,119,55.0,11,0,1
4,120,60.0,12,0,1
5,1,0.0,0,0,1
5,2,0.0,0,0,1
5,3,5.0,1,0,1
5,4,5.0,1,0,1
5,5,5.0,1,0,1
5,6,10.0,2,0,1
5,7,15.0,3,0,1
5,8,20.0,4,0,1
5,9,25.0,5,0,1
5,10,25.0,5,0,1
5,11,30.0,6,0,1
5,12,35.0,7,0,1
5,13,40.0,8,0,1
5,14,45.0,9,0,1
5,15,50.0,10,0,1
5,16,50.0,10,0,1
5,17,55.0,11,0,1
5,18,60.0,12,0,1
5,19,65.0,13,0,1
5,20,70.0,14,0,1
5,21,75.0,15,0,1
5,22,75.0,15,0,1
5,23,75.0,15,0,1
5,24,80.0,16,0,1
5,25,80.0,16,0,1
5,26,85.0,17,0,1
5,27,90.0,18,0,1
5,28,95.0,19,0,1
5,29,100.0,20,0,1
5,30,105.0,21,0,1
5,31,105.0,21,0,1
5,32,110.0,22,0,1
5,33,115.0,23,0,1
5,34,115.0,23,0,1
5,35,120.0,24,0,1
5,36,125.0,25,0,1
5,37,130.0,26,1,1
5,38,0.0,0,0,1
5,39,0.0,0,0,1
5,40,5.0,1,0,1
5,41,10.0,2,0,1
5,42,15.0,3,0,1
5,43,20.0,4,0,1
5,44,20.0,4,0,1
5,45,20.0,4,0,1
5,46,25.0,5,0,1
5,47,30.0,6,0,1
5,48,30.0,6,0,1
5,49,35.0,7,0,1
5,50,40.0,8,0,1
5,51,45.0,9,0,1
5,52,50.0,10,0,1
5,53,50.0,10,0,1
5,54,55.0,11,0,1
5,55,60.0,12,0,1
5,56,60.0,12,0,1
5,57,65.0,13,0,1
5,58,70.0,14,0,1
5,59,75.0,15,0,1
5,60,80.0,16,0,1
5,61,85.0,17,0,1
5,62,85.0,17,0,1
5,63,90.0,18,0,1
5,64,90.0,18,0,1
5,65,90.0,18,0,1
5,66,90.0,18,0,1
5,67,95.0,19,0,1
5,68,95.0,19,0,1
5,69,100.0,20,0,1
5,70,105.0,21,0,1
5,71,110.0,22,0,1
5,72,110.0,22,0,1
5,73,115.0,23,0,1
5,74,120.0,24,0,1
5,75,125.0,25,0,1
5,76,125.0,25,1,1
5,77,0.0,0,0,1
5,78,0.0,0,0,1
5,79,5.0,1,0,1
5,80,5.0,1,0,1
5,81,10.0,2,0,1
5,82,10.0,2,0,1
5,83,15.0,3,0,1
5,84,20.0,4,0,1
5,85,20.0,4,0,1
5,86,25.0,5,0,1
5,87,30.0,6,0,1
5,88,30.0,6,0,1
5,89,30.0,6,0,1
5,90,30.0,6,0,1
5,91,30.0,6,0,1
5,92,35.0,7,0,1
5,93,40.0,8,0,1
5,94,50.0,10,0,1
5,95,55.0,11,0,1
5,96,55.0,11,0,1
5,97,65.0,13,0,1
5,98,70.0,14,0,1
5,99,70.0,14,1,1
5,100,0.0,0,0,1
5,101,5.0,1,0,1
5,102,5.0,1,1,1
5,103,0.0,0,0,1
5,104,0.0,0,0,1
5,105,0.0,0,0,1
5,106,0.0,0,0,1
5,107,5.0,1,0,1
5,108,10.0,2,0,1
5,109,15.0,3,0,1
5,110,20.0,4,0,1
5,111,20.0,4,0,1
5,112,25.0,5,0,1
5,113,25.0,5,0,1
5,114,30.0,6,0,1
5,115,35.0,7,0,1
5,116,40.0,8,0,1
5,117,40.0,8,0,1
5,118,45.0,9,0,1
5,119,50.0,10,0,1
5,120,55.0,11,0,1
6,1,0.0,0,0,1
6,2,0.0,0,0,1
6,3,0.0,0,0,1
6,4,5.0,1,0,1
6,5,5.0,1,0,1
6,6,5.0,1,0,1
6,7,10.0,2,0,1
6,8,10.0,2,0,1
6,9,15.0,3,0,1
6,10,25.0,5,0,1
6,11,25.0,5,0,1
6,12,30.0,6,0,1
6,13,35.0,7,0,1
6,14,40.0,8,0,1
6,15,45.0,9,0,1
6,16,50.0,10,0,1
6,17,55.0,11,0,1
6,18,55.0,11,0,1
6,19,60.0,12,0,1
6,20,65.0,13,0,1
6,21,70.0,14,0,1
6,22,70.0,14,0,1
6,23,70.0,14,0,1
6,24,75.0,15,0,1
6,25,80.0,16,0,1
6,26,85.0,17,0,1
6,27,90.0,18,0,1
6,28,90.0,18,0,1
6,29,90.0,18,0,1
6,30,90.0,18,1,1
6,31,0.0,0,0,1
6,32,5.0,1,0,1
6,33,10.0,2,0,1
6,34,10.0,2,0,1
6,35,15.0,3,0,1
6,36,20.0,4,0,1
6,37,25.0,5,0,1
6,38,25.0,5,0,1
6,39,30.0,6,1,1
6,40,0.0,0,0,1
6,41,5.0,1,0,1
6,42,10.0,2,0,1
6,43,15.0,3,0,1
6,44,20.0,4,0,1
6,45,20.0,4,0,1
6,46,25.0,5,0,1
6,47,25.0,5,0,1
6,48,35.0,7,0,1
6,49,40.0,8,0,1
6,50,40.0,8,0,1
6,51,45.0,9,0,1
6,52,45.0,9,0,1
6,53,50.0,10,0,1
6,54,55.0,11,0,1
6,55,55.0,11,0,1
6,56,60.0,12,0,1
6,57,65.0,13,0,1
6,58,70.0,14,0,1
6,59,75.0,15,0,1
6,60,75.0,15,0,1
6,61,80.0,16,0,1
6,62,80.0,16,0,1
6,63,80.0,16,0,1
6,64,80.0,16,0,1
6,65,85.0,17,0,1
6,66,90.0,18,0,1
6,67,90.0,18,0,1
6,68,90.0,18,0,1
6,69,95.0,19,0,1
6,70,95.0,19,0,1
6,71,95.0,19,0,1
6,72,100.0,20,0,1
6,73,105.0,21,0,1
6,74,105.0,21,0,1
6,75,110.0,22,0,1
6,76,115.0,23,0,1
6,77,120.0,24,0,1
6,78,120.0,24,0,1
6,79,120.0,24,0,1
6,80,125.0,25,0,1
6,81,130.0,26,0,1
6,82,130.0,26,0,1
6,83,130.0,26,0,1
6,84,135.0,27,0,1
6,85,135.0,27,0,1
6,86,135.0,27,0,1
6,87,140.0,28,0,1
6,88,140.0,28,0,1
6,89,145.0,29,0,1
6,90,150.0,30,0,1
6,91,155.0,31,0,1
6,92,155.0,31,1,1
6,93,0.0,0,0,1
6,94,0.0,0,0,1
6,95,0.0,0,0,1
6,96,0.0,0,0,1
6,97,5.0,1,0,1
6,98,10.0,2,0,1
6,99,15.0,3,0,1
6,100,20.0,4,0,1
6,101,25.0,5,0,1
6,102,30.0,6,0,1
6,103,30.0,6,0,1
6,104,35.0,7,0,1
6,105,40.0,8,0,1
6,106,40.0,8,0,1
6,107,45.0,9,0,1
6,108,45.0,9,0,1
6,109,50.0,10,0,1
6,110,55.0,11,0,1
6,111,55.0,11,0,1
6,112,60.0,12,0,1
6,113,65.0,13,0,1
6,114,65.0,13,0,1
6,115,70.0,14,0,1
6,116,70.0,14,0,1
6,117,75.0,15,0,1
6,118,80.0,16,0,1
6,119,80.0,16,0,1
6,120,80.0,16,0,1
7,1,0.0,0,0,1
7,2,0.0,0,0,1
7,3,0.0,0,0,1
7,4,5.0,1,0,1
7,5,10.0,2,0,1
7,6,15.0,3,0,1
7,7,15.0,3,0,1
7,8,15.0,3,0,1
7,9,20.0,4,1,1
7,10,0.0,0,0,1
7,11,5.0,1,0,1
7,12,5.0,1,0,1
7,13,5.0,1,0,1
7,14,5.0,1,0,1
7,15,10.0,2,0,1
7,16,15.0,3,0,1
7,17,20.0,4,0,1
7,18,25.0,5,0,1
7,19,30.0,6,0,1
7,20,30.0,6,0,1
7,21,35.0,7,0,1
7,22,35.0,7,0,1
7,23,35.0,7,0,1
7,24,40.0,8,0,1
7,25,45.0,9,0,1
7,26,45.0,9,0,1
7,27,45.0,9,0,1
7,28,50.0,10,0,1
7,29,55.0,11,0,1
7,30,60.0,12,0,1
7,31,65.0,13,0,1
7,32,65.0,13,0,1
7,33,65.0,13,0,1
7,34,65.0,13,0,1
7,35,70.0,14,0,1
7,36,75.0,15,0,1
7,37,80.0,16,0,1
7,38,85.0,17,0,1
7,39,85.0,17,0,1
7,40,90.0,18,0,1
7,41,95.0,19,0,1
7,42,100.0,20,0,1
7,43,105.0,21,1,1
7,44,0.0,0,0,1
7,45,0.0,0,0,1
7,46,0.0,0,0,1
7,47,0.0,0,0,1
7,48,5.0,1,0,1
7,49,10.0,2,1,1
7,50,0.0,0,0,1
7,51,0.0,0,0,1
7,52,5.0,1,0,1
7,53,10.0,2,0,1
7,54,15.0,3,0,1
7,55,15.0,3,0,1
7,56,15.0,3,0,1
7,57,20.0,4,0,1
7,58,25.0,5,0,1
7,59,25.0,5,0,1
7,60,25.0,5,0,1
7,61,25.0,5,0,1
7,62,30.0,6,0,1
7,63,35.0,7,0,1
7,64,35.0,7,0,1
7,65,45.0,9,0,1
7,66,45.0,9,0,1
7,67,45.0,9,0,1
7,68,45.0,9,0,1
7,69,45.0,9,0,1
7,70,45.0,9,0,1
7,71,45.0,9,0,1
7,72,50.0,10,0,1
7,73,50.0,10,0,1
7,74,50.0,10,0,1
7,75,50.0,10,0,1
7,76,55.0,11,0,1
7,77,55.0,11,0,1
7,78,55.0,11,1,1
7,79,0.0,0,1,1
7,80,0.0,0,0,1
7,81,0.0,0,0,1
7,82,5.0,1,0,1
7,83,5.0,1,0,1
7,84,5.0,1,0,1
7,85,10.0,2,0,1
7,86,10.0,2,0,1
7,87,15.0,3,0,1
7,88,15.0,3,0,1
7,89,20.0,4,0,1
7,90,25.0,5,0,1
7,91,30.0,6,0,1
7,92,30.0,6,0,1
7,93,35.0,7,1,1
7,94,0.0,0,0,1
7,95,0.0,0,0,1
7,96,0.0,0,0,1
7,97,0.0,0,0,1
7,98,5.0,1,0,1
7,99,5.0,1,0,1
7,100,10.0,2,0,1
7,101,10.0,2,1,1
7,102,0.0,0,0,1
7,103,0.0,0,0,1
7,104,0.0,0,0,1
7,105,5.0,1,0,1
7,106,10.0,2,0,1
7,107,15.0,3,0,1
7,108,15.0,3,0,1
7,109,15.0,3,0,1
7,110,20.0,4,0,1
7,111,25.0,5,0,1
7,112,25.0,5,0,1
7,113,30.0,6,0,1
7,114,35.0,7,0,1
7,115,40.0,8,1,1
7,116,0.0,0,0,1
7,117,0.0,0,0,1
7,118,0.0,0,0,1
7,119,0.0,0,0,1
7,120,5.0,1,0,1
8,1,0.0,0,0,1
8,2,0.0,0,0,1
8,3,5.0,1,0,1
8,4,5.0,1,0,1
8,5,5.0,1,0,1
8,6,5.0,1,0,1
8,7,10.0,2,0,1
8,8,10.0,2,0,1
8,9,15.0,3,0,1
8,10,20.0,4,0,1
8,11,25.0,5,0,1
8,12,30.0,6,0,1
8,13,30.0,6,0,1
8,14,35.0,7,0,1
8,15,40.0,8,0,1
8,16,45.0,9,0,1
8,17,45.0,9,0,1
8,18,50.0,10,0,1
8,19,55.0,11,0,1
8,20,60.0,12,0,1
8,21,65.0,13,0,1
8,22,65.0,13,0,1
8,23,65.0,13,0,1
8,24,65.0,13,0,1
8,25,70.0,14,0,1
8,26,75.0,15,0,1
8,27,75.0,15,1,1
8,28,0.0,0,0,1
8,29,0.0,0,0,1
8,30,5.0,1,0,1
8,31,10.0,2,0,1
8,32,15.0,3,0,1
8,33,20.0,4,0,1
8,34,25.0,5,0,1
8,35,25.0,5,0,1
8,36,30.0,6,0,1
8,37,35.0,7,0,1
8,38,40.0,8,0,1
8,39,40.0,8,0,1
8,40,40.0,8,0,1
8,41,40.0,8,0,1
8,42,45.0,9,1,1
8,43,0.0,0,0,1
8,44,0.0,0,0,1
8,45,5.0,1,0,1
8,46,10.0,2,0,1
8,47,10.0,2,0,1
8,48,15.0,3,0,1
8,49,20.0,4,0,1
8,50,25.0,5,0,1
8,51,25.0,5,0,1
8,52,30.0,6,0,1
8,53,30.0,6,0,1
8,54,35.0,7,0,1
8,55,35.0,7,1,1
8,56,0.0,0,0,1
8,57,5.0,1,0,1
8,58,5.0,1,0,1
8,59,10.0,2,0,1
8,60,15.0,3,0,1
8,61,20.0,4,0,1
8,62,20.0,4,0,1
8,63,20.0,4,0,1
8,64,25.0,5,0,1
8,65,25.0,5,0,1
8,66,25.0,5,0,1
8,67,25.0,5,0,1
8,68,25.0,5,0,1
8,69,30.0,6,0,1
8,70,30.0,6,0,1
8,71,35.0,7,0,1
8,72,35.0,7,1,1
8,73,0.0,0,0,1
8,74,0.0,0,0,1
8,75,5.0,1,0,1
8,76,10.0,2,0,1
8,77,10.0,2,1,1
8,78,0.0,0,0,1
8,79,0.0,0,0,1
8,80,5.0,1,0,1
8,81,5.0,1,0,1
8,82,10.0,2,0,1
8,83,15.0,3,0,1
8,84,20.0,4,0,1
8,85,25.0,5,0,1
8,86,30.0,6,0,1
8,87,35.0,7,0,1
8,88,40.0,8,0,1
8,89,40.0,8,0,1
8,90,45.0,9,0,1
8,91,50.0,10,0,1
8,92,50.0,10,0,1
8,93,50.0,10,0,1
8,94,55.0,11,0,1
8,95,60.0,12,0,1
8,96,65.0,13,1,1
8,97,0.0,0,0,1
8,98,5.0,1,0,1
8,99,10.0,2,0,1
8,100,15.0,3,0,1
8,101,15.0,3,0,1
8,102,20.0,4,0,1
8,103,25.0,5,0,1
8,104,30.0,6,1,1
8,105,0.0,0,0,1
8,106,5.0,1,0,1
8,107,5.0,1,0,1
8,108,10.0,2,0,1
8,109,15.0,3,0,1
8,110,20.0,4,0,1
8,111,20.0,4,0,1
8,112,25.0,5,0,1
8,113,30.0,6,0,1
8,114,35.0,7,0,1
8,115,40.0,8,0,1
8,116,45.0,9,0,1
8,117,50.0,10,1,1
8,118,0.0,0,0,1
8,119,5.0,1,1,1
8,120,0.0,0,0,1
9,1,0.0,0,1,1
9,2,0.0,0,0,1
9,3,5.0,1,0,1
9,4,5.0,1,0,1
9,5,10.0,2,0,1
9,6,15.0,3,0,1
9,7,15.0,3,0,1
9,8,20.0,4,0,1
9,9,20.0,4,0,1
9,10,20.0,4,0,1
9,11,20.0,4,0,1
9,12,25.0,5,0,1
9,13,25.0,5,0,1
9,14,30.0,6,0,1
9,15,35.0,7,0,1
9,16,40.0,8,0,1
9,17,40.0,8,0,1
9,18,45.0,9,0,1
9,19,50.0,10,0,1
9,20,55.0,11,0,1
9,21,60.0,12,0,1
9,22,65.0,13,0,1
9,23,70.0,14,0,1
9,24,70.0,14,0,1
9,25,75.0,15,0,1
9,26,80.0,16,0,1
9,27,85.0,17,0,1
9,28,85.0,17,1,1
9,29,0.0,0,0,1
9,30,0.0,0,0,1
9,31,0.0,0,0,1
9,32,5.0,1,0,1
9,33,10.0,2,0,1
9,34,10.0,2,0,1
9,35,15.0,3,0,1
9,36,20.0,4,1,1
